id.practice,year,Y,Z,post,n.patients,V1_avg,V2_avg,V3_avg,V4_avg,V5_A_avg,V5_B_avg,V5_C_avg
787,1,892.0657067,1,0,820,11.358,3.023,0.549,0.178,0.511,0.31,0.179
787,2,1007.539804,1,0,786,11.455,2.987,0.538,0.117,0.519,0.31,0.17
787,3,1149.69792,1,1,771,11.498,2.999,0.545,0.095,0.51,0.319,0.171
787,4,1342.941876,1,1,771,11.634,3.001,0.547,0.035,0.51,0.319,0.171
788,1,718.0140194,1,0,77,11.174,2.792,0.494,0.2,0.675,0.221,0.104
788,2,1009.102738,1,0,96,11.574,2.802,0.531,0.19,0.74,0.167,0.094
788,3,1325.161298,1,1,118,11.536,2.864,0.492,-0.043,0.763,0.144,0.093
788,4,1293.457617,1,1,109,11.67,2.844,0.468,-0.083,0.761,0.147,0.092
789,1,1097.133116,1,0,285,11.107,2.888,0.618,0.223,0.867,0.053,0.081
789,2,1114.991695,1,0,301,11.052,2.904,0.591,0.169,0.864,0.053,0.083
789,3,1293.159006,1,1,284,11.141,2.891,0.577,0.133,0.866,0.056,0.077
789,4,1353.528723,1,1,304,11.217,2.816,0.566,0.039,0.872,0.049,0.079
790,1,885.31838,0,0,538,12,2.985,0.478,-0.305,0.712,0.255,0.033
790,2,892.9300677,0,0,517,11.895,2.99,0.478,-0.304,0.704,0.257,0.039
790,3,1129.05592,0,1,540,11.642,2.983,0.467,-0.296,0.709,0.254,0.037
790,4,1170.056643,0,1,687,11.49,2.974,0.476,-0.271,0.7,0.271,0.029
791,1,873.1756125,0,0,299,10.934,3.117,0.548,0.159,0.776,0.171,0.054
791,2,950.9392077,0,0,290,10.835,3.121,0.548,0.152,0.779,0.166,0.055
791,3,1023.198036,0,1,279,10.832,3.125,0.523,0.131,0.771,0.176,0.054
791,4,1087.614203,0,1,294,10.77,3.126,0.52,0.101,0.776,0.173,0.051
792,1,744.7925635,0,0,3722,11.728,3.027,0.497,-0.206,0.594,0.332,0.074
792,2,888.7694688,0,0,3515,11.708,3.026,0.496,-0.196,0.595,0.333,0.072
792,3,988.1874659,0,1,3442,11.699,3.018,0.498,-0.212,0.598,0.329,0.074
792,4,1093.161368,0,1,3267,11.644,3.022,0.502,-0.19,0.593,0.332,0.076
793,1,968.372422,1,0,718,11.793,2.99,0.481,-0.168,0.854,0.078,0.068
793,2,1119.432633,1,0,737,11.826,3.011,0.474,-0.2,0.847,0.081,0.072
793,3,1045.685242,1,1,722,11.798,2.982,0.485,-0.198,0.848,0.084,0.068
793,4,1173.796217,1,1,689,11.762,2.972,0.491,-0.195,0.845,0.087,0.068
794,1,865.8269502,1,0,242,11.325,2.996,0.545,0.26,0.851,0.095,0.054
794,2,1001.98137,1,0,281,11.387,3.039,0.523,0.175,0.851,0.1,0.05
794,3,1024.713214,1,1,275,11.246,3.015,0.535,0.166,0.851,0.098,0.051
794,4,1214.218049,1,1,343,11.378,2.98,0.519,0.02,0.837,0.105,0.058
795,1,792.0623161,0,0,226,11.388,2.925,0.575,0.118,0.487,0.252,0.261
795,2,1009.468381,0,0,224,11.208,2.884,0.585,0.097,0.482,0.259,0.259
795,3,1169.861565,0,1,258,11.033,2.822,0.589,0.071,0.484,0.244,0.271
795,4,1624.079921,0,1,238,10.818,2.836,0.58,0.156,0.475,0.248,0.277
796,1,594.6506562,1,0,141,11.847,2.922,0.504,-0.114,0.73,0.227,0.043
796,2,749.4404352,1,0,138,12.054,2.812,0.507,-0.198,0.71,0.246,0.043
796,3,1301.117757,1,1,154,11.937,2.805,0.526,-0.194,0.727,0.24,0.032
796,4,1212.822151,1,1,149,11.599,2.852,0.53,-0.163,0.738,0.235,0.027
797,1,843.8191005,1,0,1015,10.804,3.088,0.61,0.472,0.908,0.062,0.03
797,2,1100.36206,1,0,996,10.885,3.074,0.602,0.421,0.899,0.063,0.038
797,3,1517.253051,1,1,957,10.835,3.089,0.608,0.404,0.9,0.062,0.039
797,4,1637.277541,1,1,959,10.901,3.084,0.596,0.303,0.894,0.059,0.047
798,1,681.3343666,0,0,1972,11.462,3.002,0.556,0.009,0.507,0.368,0.125
798,2,950.4777552,0,0,1983,11.401,2.984,0.552,-0.006,0.516,0.36,0.124
798,3,1095.722992,0,1,1989,11.376,2.977,0.558,-0.015,0.515,0.361,0.124
798,4,1061.650783,0,1,2071,11.406,3.001,0.552,-0.084,0.512,0.361,0.127
799,1,721.1347718,1,0,255,12.101,3.055,0.431,-0.395,0.871,0.082,0.047
799,2,946.8850337,1,0,245,12.072,3.057,0.461,-0.367,0.882,0.078,0.041
799,3,1148.455554,1,1,234,12.011,2.996,0.47,-0.341,0.876,0.085,0.038
799,4,1122.496337,1,1,215,12.041,3,0.47,-0.371,0.879,0.079,0.042
800,1,932.8252621,0,0,1539,10.795,2.901,0.65,0.62,0.61,0.355,0.034
800,2,1388.372523,0,0,1444,10.81,2.936,0.649,0.607,0.611,0.355,0.035
800,3,1607.745332,0,1,1463,10.831,2.932,0.632,0.519,0.611,0.355,0.033
800,4,1847.24455,0,1,1446,10.964,2.917,0.615,0.373,0.609,0.358,0.033
801,1,744.8674542,1,0,237,11.114,2.945,0.527,0.139,0.696,0.177,0.127
801,2,1078.376582,1,0,234,11.07,2.94,0.551,0.147,0.701,0.179,0.12
801,3,1084.278282,1,1,257,11.307,2.926,0.541,0.029,0.72,0.183,0.097
801,4,1676.504755,1,1,262,11.4,2.969,0.527,0.034,0.721,0.183,0.095
802,1,764.2129532,0,0,325,11.699,2.985,0.538,-0.084,0.738,0.154,0.108
802,2,780.1973193,0,0,312,11.641,3.019,0.545,-0.046,0.731,0.163,0.106
802,3,1186.077781,0,1,299,11.725,3.04,0.548,-0.048,0.753,0.157,0.09
802,4,1279.523892,0,1,283,11.569,3.042,0.53,-0.075,0.753,0.155,0.092
803,1,958.9732339,0,0,121,11.113,2.95,0.628,0.437,0.835,0.099,0.066
803,2,1098.596203,0,0,125,11.151,2.968,0.616,0.344,0.832,0.104,0.064
803,3,1319.008384,0,1,133,11.08,3.023,0.609,0.223,0.835,0.083,0.083
803,4,1426.682304,0,1,141,11.26,3.156,0.624,0.164,0.837,0.085,0.078
804,1,734.4847752,1,0,842,11.749,3.228,0.527,-0.207,0.641,0.279,0.08
804,2,892.2370994,1,0,835,11.81,3.198,0.519,-0.26,0.632,0.286,0.081
804,3,962.3949209,1,1,808,11.998,3.208,0.514,-0.288,0.63,0.29,0.08
804,4,1047.561363,1,1,819,11.883,3.116,0.509,-0.26,0.632,0.283,0.084
805,1,1072.250948,0,0,409,11.729,2.983,0.572,0.149,0.751,0.12,0.13
805,2,1255.268584,0,0,473,11.566,2.989,0.59,0.156,0.74,0.129,0.131
805,3,1186.925758,0,1,455,11.624,2.971,0.589,0.121,0.743,0.132,0.125
805,4,1359.690186,0,1,458,11.56,2.989,0.592,0.102,0.736,0.14,0.124
806,1,562.2507184,0,0,199,11.812,2.975,0.503,-0.253,0.643,0.241,0.116
806,2,793.2952467,0,0,185,11.788,3.07,0.497,-0.262,0.638,0.238,0.124
806,3,1526.983653,0,1,187,11.945,3.091,0.503,-0.267,0.642,0.23,0.128
806,4,1113.848097,0,1,179,11.993,3.078,0.48,-0.323,0.642,0.229,0.128
807,1,1268.100243,0,0,76,11.304,3.303,0.513,-0.223,0.579,0.197,0.224
807,2,1176.07782,0,0,92,11.75,3.261,0.5,-0.147,0.565,0.217,0.217
807,3,1064.223524,0,1,98,11.549,3.184,0.48,-0.157,0.561,0.204,0.235
807,4,902.8793147,0,1,106,11.419,3.066,0.481,-0.247,0.585,0.17,0.245
808,1,1023.367595,0,0,391,11.217,3.179,0.496,-0.062,0.706,0.187,0.107
808,2,1159.285331,0,0,378,11.339,3.156,0.503,-0.056,0.709,0.19,0.101
808,3,1165.432944,0,1,402,11.371,3.085,0.502,-0.076,0.714,0.184,0.102
808,4,1436.181052,0,1,384,11.668,3.122,0.487,-0.14,0.727,0.185,0.089
809,1,1022.875903,0,0,1096,11.637,2.973,0.521,0.012,0.786,0.175,0.038
809,2,1086.009524,0,0,1089,11.597,2.983,0.52,0.032,0.784,0.177,0.039
809,3,1331.977713,0,1,1045,11.572,2.975,0.522,0.009,0.782,0.18,0.038
809,4,1436.825777,0,1,1041,11.527,2.992,0.516,-0.026,0.782,0.181,0.037
810,1,772.3594322,1,0,2720,11.744,2.99,0.517,-0.075,0.611,0.298,0.09
810,2,940.5565674,1,0,2684,11.767,2.988,0.519,-0.104,0.609,0.298,0.094
810,3,1023.697016,1,1,2618,11.791,2.993,0.522,-0.108,0.615,0.288,0.097
810,4,1206.455168,1,1,2603,11.769,2.991,0.524,-0.126,0.62,0.284,0.096
811,1,1216.146431,0,0,1142,10.649,2.942,0.656,0.692,0.638,0.285,0.076
811,2,1461.387892,0,0,1113,10.756,2.945,0.649,0.653,0.639,0.288,0.073
811,3,1878.201235,0,1,1045,10.844,2.964,0.647,0.605,0.641,0.285,0.074
811,4,1837.502824,0,1,1016,10.979,2.964,0.622,0.511,0.637,0.284,0.079
812,1,768.3596496,0,0,1252,11.637,3.048,0.582,0.173,0.688,0.249,0.062
812,2,1025.659713,0,0,1188,11.624,3.038,0.575,0.148,0.687,0.254,0.059
812,3,1124.743865,0,1,1235,11.642,3.028,0.575,0.097,0.687,0.258,0.055
812,4,1228.324596,0,1,1251,11.664,3.029,0.559,0.028,0.691,0.252,0.057
813,1,857.4599018,1,0,340,12.376,3.118,0.456,-0.285,0.853,0.1,0.047
813,2,868.1651435,1,0,322,12.128,3.034,0.469,-0.293,0.854,0.106,0.04
813,3,1029.678411,1,1,305,12.074,3.052,0.472,-0.282,0.856,0.105,0.039
813,4,1114.495933,1,1,306,12.092,3.075,0.454,-0.303,0.879,0.085,0.036
814,1,704.7604321,1,0,419,11.333,2.974,0.539,0.094,0.535,0.406,0.06
814,2,970.5219789,1,0,462,11.642,2.926,0.494,-0.131,0.528,0.409,0.063
814,3,1041.881326,1,1,442,11.67,2.903,0.509,-0.121,0.516,0.421,0.063
814,4,1135.96436,1,1,464,11.703,2.914,0.5,-0.157,0.517,0.42,0.062
815,1,578.9640864,0,0,647,12.097,2.971,0.411,-0.456,0.64,0.19,0.17
815,2,691.4238603,0,0,628,11.956,2.954,0.433,-0.413,0.643,0.193,0.164
815,3,814.1530929,0,1,662,11.941,2.923,0.449,-0.42,0.639,0.198,0.163
815,4,1007.750861,0,1,637,11.941,2.951,0.44,-0.445,0.639,0.199,0.162
816,1,558.0155875,1,0,254,13.393,3.197,0.331,-1.184,0.575,0.291,0.134
816,2,655.1789412,1,0,261,13.072,3.13,0.391,-0.989,0.571,0.276,0.153
816,3,731.3087324,1,1,256,12.915,3.125,0.395,-0.977,0.555,0.293,0.152
816,4,928.1150402,1,1,238,12.994,3.122,0.408,-0.99,0.538,0.307,0.155
817,1,1026.155802,0,0,259,12.086,3.008,0.583,-0.082,0.641,0.239,0.12
817,2,1089.41569,0,0,246,11.943,3,0.585,-0.065,0.646,0.244,0.11
817,3,1481.753949,0,1,261,11.802,2.989,0.575,-0.111,0.628,0.257,0.115
817,4,1576.421714,0,1,270,11.67,2.959,0.574,-0.129,0.619,0.248,0.133
818,1,792.9565463,1,0,272,11.697,3.125,0.522,-0.094,0.676,0.232,0.092
818,2,1179.247399,1,0,275,11.593,3.08,0.527,-0.103,0.676,0.233,0.091
818,3,1094.144164,1,1,273,11.644,3.103,0.509,-0.156,0.681,0.223,0.095
818,4,1071.037087,1,1,266,11.694,3.109,0.538,-0.154,0.68,0.214,0.105
819,1,989.9612264,0,0,756,11.167,2.803,0.575,0.323,0.573,0.139,0.288
819,2,1536.522842,0,0,748,11.248,2.805,0.579,0.316,0.582,0.142,0.277
819,3,1549.319145,0,1,731,11.3,2.825,0.579,0.238,0.568,0.15,0.282
819,4,1438.732306,0,1,786,11.321,2.822,0.552,0.075,0.565,0.15,0.285
820,1,920.657408,0,0,950,11.246,2.992,0.564,0.181,0.753,0.182,0.065
820,2,1276.489801,0,0,907,11.277,2.974,0.561,0.192,0.749,0.181,0.071
820,3,1249.043481,0,1,978,11.338,2.972,0.547,0.084,0.741,0.184,0.075
820,4,1467.818638,0,1,937,11.321,2.959,0.54,0.054,0.737,0.187,0.076
821,1,844.4312703,1,0,402,11.039,3.09,0.565,0.207,0.781,0.137,0.082
821,2,1086.635946,1,0,421,11.065,3.097,0.568,0.174,0.772,0.143,0.086
821,3,1449.960154,1,1,414,11.07,3.106,0.568,0.11,0.775,0.143,0.082
821,4,1250.356683,1,1,518,11.337,3.141,0.515,-0.218,0.772,0.149,0.079
822,1,889.1879836,1,0,415,10.823,3.058,0.612,0.372,0.79,0.135,0.075
822,2,1116.38544,1,0,423,10.746,3.059,0.624,0.372,0.787,0.139,0.073
822,3,1411.360266,1,1,465,10.966,3.09,0.611,0.232,0.798,0.131,0.071
822,4,1460.44842,1,1,441,11.013,3.084,0.603,0.178,0.803,0.118,0.079
823,1,686.6950162,0,0,154,11.682,3.091,0.435,-0.221,0.61,0.253,0.136
823,2,912.1604267,0,0,160,11.504,3.125,0.431,-0.236,0.619,0.262,0.119
823,3,1069.228581,0,1,184,11.754,2.962,0.418,-0.362,0.587,0.293,0.12
823,4,1125.077003,0,1,184,11.825,3.005,0.435,-0.335,0.587,0.299,0.114
824,1,792.3870456,1,0,588,11.857,3.002,0.481,-0.3,0.677,0.172,0.151
824,2,863.686807,1,0,584,11.675,3.043,0.476,-0.273,0.671,0.175,0.154
824,3,967.8243296,1,1,590,11.856,3.031,0.471,-0.355,0.649,0.181,0.169
824,4,1041.999381,1,1,570,11.887,3.072,0.481,-0.375,0.649,0.186,0.165
825,1,859.3433961,0,0,1016,12.108,3.072,0.485,-0.363,0.776,0.148,0.077
825,2,1021.385791,0,0,1015,12.034,3.042,0.503,-0.335,0.775,0.144,0.081
825,3,1131.090972,0,1,975,12.114,3.035,0.499,-0.331,0.772,0.148,0.08
825,4,1015.905924,0,1,1011,12.106,3.046,0.5,-0.344,0.771,0.147,0.082
826,1,605.1367969,0,0,256,11.71,2.883,0.465,-0.238,0.82,0.051,0.129
826,2,672.8489114,0,0,263,11.566,2.943,0.452,-0.236,0.817,0.057,0.125
826,3,963.0901492,0,1,263,11.455,2.951,0.437,-0.244,0.821,0.053,0.125
826,4,1032.339488,0,1,277,11.68,2.827,0.458,-0.332,0.823,0.051,0.126
827,1,753.1775046,0,0,140,12.338,2.986,0.414,-0.472,0.679,0.157,0.164
827,2,851.0243232,0,0,154,11.898,2.903,0.448,-0.414,0.649,0.149,0.201
827,3,986.2289966,0,1,146,12.003,2.925,0.459,-0.408,0.644,0.164,0.192
827,4,1058.444941,0,1,140,11.811,2.929,0.45,-0.439,0.65,0.164,0.186
828,1,748.1716376,1,0,1372,11.779,3.037,0.498,-0.211,0.79,0.155,0.055
828,2,957.9161481,1,0,1332,11.729,3.04,0.505,-0.211,0.791,0.156,0.053
828,3,1163.140486,1,1,1253,11.706,3.068,0.517,-0.199,0.792,0.152,0.056
828,4,1217.214359,1,1,1262,11.721,3.048,0.52,-0.216,0.79,0.156,0.054
829,1,566.9967425,0,0,475,13.193,2.893,0.366,-1.107,0.552,0.286,0.162
829,2,673.627024,0,0,470,13.029,2.947,0.381,-0.999,0.545,0.296,0.16
829,3,684.4575512,0,1,444,13.036,2.919,0.372,-0.972,0.545,0.284,0.171
829,4,736.8605319,0,1,461,12.762,2.948,0.401,-0.836,0.553,0.289,0.158
830,1,1159.357006,1,0,193,11.633,2.995,0.523,-0.158,0.57,0.275,0.155
830,2,1163.916575,1,0,186,11.808,2.968,0.516,-0.175,0.608,0.247,0.145
830,3,1417.378692,1,1,179,11.834,2.888,0.514,-0.172,0.592,0.263,0.145
830,4,1618.324384,1,1,187,11.733,2.963,0.513,-0.204,0.572,0.283,0.144
831,1,675.981784,1,0,600,12.25,3.06,0.473,-0.211,0.853,0.103,0.043
831,2,981.9165424,1,0,671,12.181,3.08,0.486,-0.136,0.849,0.109,0.042
831,3,971.6969062,1,1,654,12.234,3.024,0.48,-0.188,0.847,0.113,0.04
831,4,1210.309449,1,1,660,12.394,2.995,0.462,-0.278,0.847,0.112,0.041
832,1,1023.525727,0,0,300,11.427,3.073,0.583,0.044,0.663,0.193,0.143
832,2,963.397579,0,0,292,11.442,3.058,0.599,0.04,0.668,0.195,0.137
832,3,1285.431023,0,1,304,11.512,3.112,0.579,-0.024,0.645,0.207,0.148
832,4,1351.847114,0,1,308,11.638,3.091,0.562,-0.114,0.636,0.211,0.153
833,1,839.1556804,0,0,89,11.565,2.944,0.539,-0.007,0.652,0.213,0.135
833,2,894.8385623,0,0,95,12.244,3.105,0.526,0.017,0.632,0.221,0.147
833,3,1312.032017,0,1,86,12.249,3.14,0.535,0.043,0.628,0.221,0.151
833,4,1184.050568,0,1,103,11.894,3.039,0.505,-0.166,0.641,0.214,0.146
834,1,918.6094143,0,0,576,11.655,3.003,0.497,-0.095,0.759,0.193,0.049
834,2,1116.899424,0,0,537,11.561,2.981,0.503,-0.097,0.749,0.207,0.045
834,3,1236.019956,0,1,563,11.698,3.025,0.501,-0.146,0.751,0.199,0.05
834,4,1168.549204,0,1,598,11.576,3.005,0.51,-0.119,0.753,0.204,0.043
835,1,800.017832,0,0,445,11.321,3.061,0.613,0.206,0.533,0.337,0.13
835,2,1034.336975,0,0,450,11.303,3.042,0.598,0.168,0.549,0.316,0.136
835,3,1072.141778,0,1,443,11.487,3.002,0.578,0.103,0.551,0.314,0.135
835,4,1310.374492,0,1,467,11.447,3.058,0.552,-0.002,0.533,0.321,0.146
836,1,873.8906631,0,0,272,11.175,3.018,0.592,0.271,0.812,0.107,0.081
836,2,963.0900477,0,0,266,11.33,3,0.594,0.183,0.816,0.098,0.086
836,3,1038.000806,0,1,277,11.48,3.004,0.614,0.133,0.809,0.108,0.083
836,4,1126.508394,0,1,275,11.489,2.938,0.604,0.087,0.811,0.105,0.084
837,1,581.8784996,0,0,90,10.914,2.956,0.589,0.06,0.744,0.2,0.056
837,2,837.3877765,0,0,96,10.924,3.083,0.625,0.004,0.76,0.188,0.052
837,3,962.2788468,0,1,96,11.062,3.156,0.635,0.003,0.771,0.167,0.062
837,4,698.0380353,0,1,154,12.321,2.74,0.448,-0.575,0.805,0.143,0.052
838,1,1093.260903,0,0,212,11.578,3.066,0.604,0.278,0.618,0.151,0.231
838,2,1279.31643,0,0,202,11.356,3.079,0.609,0.287,0.614,0.149,0.238
838,3,1795.29879,0,1,197,11.264,3.086,0.619,0.276,0.629,0.147,0.223
838,4,1655.932712,0,1,190,11.455,3.011,0.647,0.207,0.616,0.142,0.242
839,1,972.954735,0,0,867,11.164,3.008,0.585,0.408,0.839,0.081,0.081
839,2,1144.39974,0,0,874,11.234,3.009,0.573,0.358,0.838,0.078,0.085
839,3,1225.419571,0,1,836,11.401,3.002,0.568,0.243,0.836,0.075,0.089
839,4,1454.052561,0,1,835,11.426,2.994,0.554,0.172,0.836,0.077,0.087
840,1,559.6796696,1,0,260,12.2,3.004,0.492,-0.278,0.342,0.454,0.204
840,2,729.3942887,1,0,280,12.174,3.007,0.511,-0.26,0.375,0.432,0.193
840,3,836.8938005,1,1,275,12.241,2.989,0.527,-0.28,0.367,0.444,0.189
840,4,984.4918013,1,1,251,12.283,2.956,0.518,-0.272,0.367,0.458,0.175
841,1,913.0370969,1,0,244,11.694,2.877,0.586,0.082,0.533,0.209,0.258
841,2,1100.85459,1,0,262,11.727,2.939,0.592,0.011,0.538,0.221,0.24
841,3,1144.078148,1,1,246,11.61,2.89,0.585,-0.007,0.524,0.232,0.244
841,4,1187.136101,1,1,243,11.693,2.889,0.584,-0.019,0.519,0.239,0.243
842,1,989.3490524,1,0,1970,11.71,2.951,0.525,-0.075,0.694,0.177,0.129
842,2,1092.075195,1,0,1924,11.695,2.961,0.522,-0.091,0.692,0.178,0.13
842,3,1184.736064,1,1,1929,11.909,2.954,0.502,-0.213,0.688,0.177,0.135
842,4,1334.836762,1,1,1812,11.927,2.962,0.506,-0.217,0.687,0.176,0.137
843,1,920.8010958,0,0,821,11.336,3.067,0.587,0.24,0.659,0.225,0.116
843,2,1304.40368,0,0,802,11.331,3.032,0.597,0.236,0.656,0.229,0.115
843,3,1383.096269,0,1,792,11.385,3.034,0.591,0.185,0.655,0.231,0.114
843,4,1484.064185,0,1,786,11.37,3.046,0.588,0.12,0.669,0.224,0.107
844,1,878.2959346,1,0,352,10.873,3.111,0.545,0.059,0.741,0.131,0.128
844,2,1190.675446,1,0,351,10.941,3.071,0.544,0.012,0.741,0.134,0.125
844,3,1147.826032,1,1,402,10.919,2.99,0.535,-0.035,0.706,0.152,0.142
844,4,1349.270652,1,1,389,10.853,3.069,0.558,0.006,0.71,0.147,0.144
845,1,736.0103299,0,0,3721,12.061,3.042,0.469,-0.323,0.69,0.216,0.094
845,2,861.4799144,0,0,3812,11.976,3.06,0.474,-0.273,0.69,0.215,0.095
845,3,971.4591539,0,1,3750,11.951,3.047,0.48,-0.268,0.689,0.215,0.096
845,4,1113.825486,0,1,3618,11.942,3.032,0.48,-0.285,0.693,0.214,0.092
846,1,760.759025,0,0,63,11.674,2.762,0.429,-0.49,0.651,0.27,0.079
846,2,892.7948979,0,0,72,11.651,2.75,0.528,-0.44,0.681,0.264,0.056
846,3,990.9782033,0,1,72,11.313,2.708,0.528,-0.424,0.708,0.236,0.056
846,4,876.0432447,0,1,88,11.483,2.693,0.511,-0.296,0.705,0.25,0.045
847,1,696.6148725,1,0,369,10.749,3.081,0.591,0.32,0.78,0.103,0.117
847,2,997.756078,1,0,394,10.551,3.076,0.594,0.347,0.782,0.104,0.114
847,3,1327.756139,1,1,404,10.698,3.072,0.579,0.268,0.78,0.111,0.109
847,4,1323.769006,1,1,406,10.83,3.025,0.579,0.235,0.783,0.106,0.111
848,1,917.0790825,1,0,354,11.917,3.11,0.548,-0.086,0.734,0.186,0.079
848,2,1341.130331,1,0,332,11.877,3.066,0.536,-0.097,0.741,0.187,0.072
848,3,1562.129768,1,1,333,12.004,3.09,0.544,-0.14,0.745,0.177,0.078
848,4,1484.461396,1,1,313,11.908,3.073,0.543,-0.135,0.735,0.188,0.077
849,1,877.8935936,1,0,436,11.755,3.069,0.507,-0.066,0.291,0.367,0.342
849,2,1169.630667,1,0,419,11.699,3.01,0.513,-0.091,0.279,0.377,0.344
849,3,996.8663936,1,1,409,11.728,3.005,0.513,-0.112,0.286,0.369,0.345
849,4,1076.586254,1,1,399,11.805,2.92,0.496,-0.155,0.293,0.371,0.336
850,1,1041.497949,0,0,321,10.97,3.034,0.57,0.086,0.819,0.097,0.084
850,2,919.9830573,0,0,321,11.002,2.994,0.561,0.063,0.826,0.097,0.078
850,3,965.2943556,0,1,300,10.988,3,0.54,0.049,0.823,0.093,0.083
850,4,1124.553917,0,1,300,11.087,2.963,0.53,-0.006,0.813,0.1,0.087
851,1,811.3290761,0,0,326,12.037,2.905,0.488,-0.254,0.764,0.113,0.123
851,2,763.0961409,0,0,327,11.986,2.911,0.498,-0.241,0.755,0.131,0.113
851,3,770.0514872,0,1,332,11.731,2.877,0.485,-0.229,0.75,0.123,0.127
851,4,1001.290569,0,1,326,11.877,2.902,0.497,-0.234,0.767,0.117,0.117
852,1,950.959742,1,0,918,10.718,2.949,0.62,0.51,0.687,0.237,0.075
852,2,1276.133842,1,0,931,10.827,2.971,0.617,0.432,0.687,0.242,0.071
852,3,1622.99728,1,1,933,10.967,2.981,0.615,0.363,0.686,0.235,0.079
852,4,1672.792728,1,1,893,10.915,2.979,0.598,0.331,0.68,0.233,0.087
853,1,995.7881683,0,0,3724,11.317,2.95,0.573,0.221,0.681,0.152,0.167
853,2,1086.587965,0,0,3702,11.349,2.945,0.566,0.191,0.681,0.155,0.164
853,3,1241.892941,0,1,3497,11.325,2.939,0.558,0.167,0.683,0.152,0.165
853,4,1440.913932,0,1,3351,11.383,2.957,0.556,0.119,0.687,0.153,0.16
854,1,808.3487164,1,0,1140,11.05,2.928,0.575,0.252,0.817,0.074,0.11
854,2,1171.851082,1,0,1155,11.088,2.932,0.561,0.201,0.82,0.072,0.108
854,3,1241.364511,1,1,1105,11.147,2.943,0.558,0.188,0.819,0.073,0.108
854,4,1439.892587,1,1,1112,11.292,2.987,0.55,0.094,0.823,0.072,0.105
855,1,878.2769909,1,0,264,11.136,3.038,0.591,0.272,0.754,0.091,0.155
855,2,1136.713744,1,0,263,11.106,3.049,0.567,0.22,0.741,0.099,0.16
855,3,1532.185392,1,1,274,11.161,3.117,0.54,0.123,0.752,0.095,0.153
855,4,1418.340013,1,1,293,11.135,3.048,0.532,0.068,0.751,0.092,0.157
856,1,830.6136927,1,0,147,13.058,3.007,0.401,-0.539,0.68,0.224,0.095
856,2,1047.408855,1,0,157,12.878,3.172,0.439,-0.529,0.675,0.217,0.108
856,3,938.0649741,1,1,146,12.791,3.075,0.425,-0.571,0.63,0.247,0.123
856,4,1042.673328,1,1,138,13.099,2.957,0.42,-0.572,0.616,0.268,0.116
857,1,926.5042835,1,0,1804,11.485,3,0.499,-0.097,0.787,0.162,0.051
857,2,1024.566404,1,0,1731,11.505,3.001,0.501,-0.107,0.784,0.165,0.051
857,3,1069.790672,1,1,1707,11.512,2.998,0.504,-0.108,0.787,0.163,0.05
857,4,1181.279185,1,1,1737,11.552,2.982,0.511,-0.143,0.788,0.163,0.05
858,1,611.6343948,1,0,199,12.039,2.985,0.437,-0.276,0.709,0.241,0.05
858,2,753.526155,1,0,187,11.918,3.075,0.471,-0.273,0.695,0.257,0.048
858,3,861.5348106,1,1,197,11.635,3.168,0.467,-0.267,0.685,0.269,0.046
858,4,1097.114948,1,1,237,11.741,3.084,0.426,-0.413,0.679,0.257,0.063
859,1,824.3282383,0,0,821,11.421,2.948,0.615,0.26,0.717,0.236,0.046
859,2,1078.956051,0,0,831,11.571,2.917,0.615,0.241,0.73,0.227,0.042
859,3,1230.555649,0,1,869,11.655,2.939,0.606,0.192,0.716,0.241,0.044
859,4,1212.680644,0,1,853,11.679,2.981,0.589,0.046,0.717,0.238,0.045
860,1,633.5697327,0,0,224,11.271,3.098,0.54,-0.007,0.777,0.129,0.094
860,2,889.3995888,0,0,223,11.233,3.099,0.534,0,0.762,0.13,0.108
860,3,952.9902806,0,1,217,11.307,3.152,0.548,0.017,0.742,0.152,0.106
860,4,1238.00616,0,1,225,11.435,3.178,0.551,-0.035,0.738,0.164,0.098
861,1,1014.716668,1,0,454,10.923,2.941,0.577,0.207,0.822,0.115,0.064
861,2,1353.945526,1,0,460,10.968,2.941,0.567,0.217,0.833,0.109,0.059
861,3,1572.160651,1,1,458,10.838,2.928,0.548,0.204,0.832,0.105,0.063
861,4,1649.523054,1,1,459,10.924,3.02,0.536,0.148,0.834,0.107,0.059
862,1,787.6383508,0,0,166,11.161,3.205,0.627,0.125,0.819,0.163,0.018
862,2,1068.472418,0,0,163,11.084,3.19,0.62,0.138,0.791,0.184,0.025
862,3,1632.392133,0,1,183,11.13,3.208,0.623,0.098,0.792,0.18,0.027
862,4,1314.946582,0,1,196,11.238,3.117,0.582,-0.022,0.796,0.179,0.026
863,1,800.7175987,1,0,259,10.854,3.081,0.61,0.394,0.761,0.193,0.046
863,2,1196.881906,1,0,333,11.366,3.027,0.523,0.011,0.775,0.174,0.051
863,3,1332.44918,1,1,316,11.317,3.07,0.519,-0.048,0.775,0.177,0.047
863,4,1192.3234,1,1,301,11.475,3.076,0.522,-0.069,0.774,0.179,0.047
864,1,712.5173109,0,0,167,11.096,2.886,0.659,0.416,0.563,0.156,0.281
864,2,954.1601195,0,0,179,11.347,2.877,0.642,0.306,0.553,0.162,0.285
864,3,1675.066464,0,1,177,11.235,2.893,0.616,0.213,0.542,0.164,0.294
864,4,1730.588424,0,1,184,11.262,2.935,0.587,0.127,0.543,0.168,0.288
